input,target
generate siapa: Pak Hasan mencari dahan pohon kering.,Siapa yang mencari dahan pohon kering?
generate apa: Pak Hasan mencari dahan pohon kering.,Apa yang Pak Hasan cari?
generate apa: Hutan itu memiliki banyak pohon rindang.,Apa yang memiliki pohon rindang banyak?
generate apa: Hutan itu memiliki banyak pohon rindang.,Apa yang Hutan itu miliki banyak?
generate siapa: Pak Hasan menemukan sebuah pohon tumbang.,Siapa yang menemukan sebuah pohon?
generate apa: Pak Hasan menemukan sebuah pohon tumbang.,Apa yang Pak Hasan temukan?
generate siapa: Pak Hasan memotong dahan dengan parang.,Siapa yang memotong dahan dengan parang?
generate apa: Pak Hasan memotong dahan dengan parang.,Apa yang Pak Hasan potong dengan parang?
generate siapa: Pak Hasan mengumpulkan potongan kayu.,Siapa yang mengumpulkan potongan kayu?
generate apa: Pak Hasan mengumpulkan potongan kayu.,Apa yang Pak Hasan kumpulkan?
generate siapa: Pak Hasan memanggul ikatan kayu di pundak.,Siapa yang memanggul ikatan kayu di pundak?
generate apa: Pak Hasan memanggul ikatan kayu di pundak.,Apa yang Pak Hasan panggul di pundak?
generate dimana: Pak Hasan memanggul ikatan kayu di pundak.,Di mana Pak Hasan memanggul ikatan kayu?
generate siapa: Pak Hasan berjalan kembali ke desa.,Siapa yang berjalan kembali ke desa?
generate kemana: Pak Hasan berjalan kembali ke desa.,Ke mana Pak Hasan berjalan kembali ?
generate siapa: Pak Hasan beristirahat di dekat sungai.,Siapa yang beristirahat di dekat sungai?
generate dimana: Pak Hasan beristirahat di dekat sungai.,Di mana Pak Hasan beristirahat ?
generate siapa: Pak Hasan membasuh wajah dengan air sungai.,Siapa yang membasuh wajah dengan air sungai?
generate apa: Pak Hasan membasuh wajah dengan air sungai.,Apa yang Pak Hasan basuh dengan air sungai?
generate siapa: Pak Hasan melanjutkan perjalanan pulang.,Siapa yang melanjutkan perjalanan?
generate apa: Pak Hasan melanjutkan perjalanan pulang.,Apa yang Pak Hasan lanjutkan?
generate siapa: Pak Hasan tiba di rumah pada siang hari.,Siapa yang tiba di rumah pada siang hari?
generate kapan: Pak Hasan tiba di rumah pada siang hari.,Kapan Pak Hasan tiba ?
generate dimana: Pak Hasan tiba di rumah pada siang hari.,Di mana Pak Hasan tiba ?
generate siapa: Pak Hasan meletakkan kayu di belakang rumah.,Siapa yang meletakkan kayu di belakang rumah?
generate apa: Pak Hasan meletakkan kayu di belakang rumah.,Apa yang Pak Hasan letakkan di belakang rumah?
generate dimana: Pak Hasan meletakkan kayu di belakang rumah.,Di mana Pak Hasan meletakkan kayu?
generate siapa: Istri Pak Hasan menyalakan tungku api.,Siapa yang menyalakan tungku api?
generate apa: Istri Pak Hasan menyalakan tungku api.,Apa yang Istri Pak Hasan nyalakan?
generate siapa: Istri Pak Hasan menggunakan kayu bakar tersebut.,Siapa yang menggunakan kayu bakar tersebut?
generate apa: Istri Pak Hasan menggunakan kayu bakar tersebut.,Apa yang Istri Pak Hasan gunakan?
generate siapa: Istri Pak Hasan merebus air minum.,Siapa yang merebus air minum?
generate apa: Istri Pak Hasan merebus air minum.,Apa yang Istri Pak Hasan rebus?
generate apa: Kayu kering menghasilkan api yang panas.,Apa yang menghasilkan api yang panas?
generate apa: Kayu kering menghasilkan api yang panas.,Apa yang Kayu kering hasilkan?
generate siapa: Pak Hasan meminum teh hangat di teras.,Siapa yang meminum teh hangat di teras?
generate apa: Pak Hasan meminum teh hangat di teras.,Apa yang Pak Hasan pinum di teras?
generate dimana: Pak Hasan meminum teh hangat di teras.,Di mana Pak Hasan meminum teh hangat?
generate siapa: Pekerjaan Pak Hasan hari ini selesai.,Siapa yang selesai hari ini?
generate siapa: Paman memanen pisang di kebun.,Siapa yang memanen pisang di kebun?
generate apa: Paman memanen pisang di kebun.,Apa yang Paman memanen di kebun?
generate dimana: Paman memanen pisang di kebun.,Di mana Paman memanen pisang?
generate apa: Pisang itu berwarna kuning cerah.,Apa yang berwarna kuning cerah?
generate siapa: Paman meletakkan pisang di keranjang rotan.,Siapa yang meletakkan pisang di keranjang rotan?
generate apa: Paman meletakkan pisang di keranjang rotan.,Apa yang Paman letakkan di keranjang rotan?
generate dimana: Paman meletakkan pisang di keranjang rotan.,Di mana Paman meletakkan pisang?
generate siapa: Paman meletakkan keranjang di bawah pohon.,Siapa yang meletakkan keranjang di bawah pohon?
generate apa: Paman meletakkan keranjang di bawah pohon.,Apa yang Paman letakkan di bawah pohon?
generate dimana: Paman meletakkan keranjang di bawah pohon.,Di mana Paman meletakkan keranjang?
generate siapa: Paman pergi mengambil air minum di gubuk.,Siapa yang pergi mengambil air minum di gubuk?
generate apa: Paman pergi mengambil air minum di gubuk.,Apa yang Paman pergi di gubuk?
generate dimana: Paman pergi mengambil air minum di gubuk.,Di mana Paman pergi mengambil air minum?
generate apa: Seekor monyet mengawasi dari atas pohon.,Apa yang mengawasi dari atas pohon?
generate darimana: Seekor monyet mengawasi dari atas pohon.,Dari mana Seekor monyet mengawasi ?
generate apa: Monyet itu memiliki ekor panjang.,Apa yang memiliki ekor panjang?
generate apa: Monyet itu memiliki ekor panjang.,Apa yang Monyet itu miliki?
generate siapa: Monyet turun secara perlahan.,Siapa yang turun perlahan?
generate siapa: Monyet mendekati keranjang pisang.,Siapa yang mendekati keranjang pisang?
generate apa: Monyet mendekati keranjang pisang.,Apa yang Monyet dekati?
generate siapa: Monyet mengambil dua buah pisang.,Siapa yang mengambil dua buah pisang?
generate apa: Monyet mengambil dua buah pisang.,Apa yang Monyet ambil?
generate siapa: Monyet segera memanjat pohon kembali.,Siapa yang memanjat pohon segera kembali?
generate apa: Monyet segera memanjat pohon kembali.,Apa yang Monyet panjat segera kembali?
generate siapa: Paman kembali dari gubuk.,Siapa yang kembali dari gubuk?
generate darimana: Paman kembali dari gubuk.,Dari mana Paman kembali ?
generate siapa: Paman melihat keranjang pisangnya berantakan.,Siapa yang melihat keranjang pisang nya?
generate apa: Paman melihat keranjang pisangnya berantakan.,Apa yang Paman lihat?
generate apa: Paman menghitung jumlah pisang.,Apa yang menghitung jumlah pisang?
generate apa: Paman menghitung jumlah pisang.,Apa yang Paman hitung?
generate apa: Beberapa pisang telah hilang.,Apa yang telah hilang?
generate siapa: Paman mendengar suara dari atas dahan.,Siapa yang mendengar suara dari atas dahan?
generate apa: Paman mendengar suara dari atas dahan.,Apa yang Paman dengar dari atas dahan?
generate darimana: Paman mendengar suara dari atas dahan.,Dari mana Paman mendengar suara?
generate apa: Paman melihat monyet sedang memakan pisang.,Apa yang melihat monyet?
generate apa: Paman melihat monyet sedang memakan pisang.,Apa yang Paman lihat?
generate apa: Monyet itu mengupas kulit pisang.,Apa yang mengupas kulit pisang?
generate apa: Monyet itu mengupas kulit pisang.,Apa yang Monyet itu upas?
generate siapa: Paman hanya bisa tersenyum.,Siapa yang bisa tersenyum hanya?
generate siapa: Paman membiarkan monyet itu memakan pisangnya.,Siapa yang membiarkan monyet itu?
generate siapa: Paman membawa keranjang ke dalam gubuk.,Siapa yang membawa keranjang ke dalam gubuk?
generate apa: Paman membawa keranjang ke dalam gubuk.,Apa yang Paman bawa ke dalam gubuk?
generate kemana: Paman membawa keranjang ke dalam gubuk.,Ke mana Paman membawa keranjang?
generate siapa: Paman menutup pintu gubuk rapat-rapat.,Siapa yang menutup pintu gubuk rapat-rapat?
generate apa: Paman menutup pintu gubuk rapat-rapat.,Apa yang Paman tutup?
generate siapa: Monyet membuang kulit pisang ke tanah.,Siapa yang membuang kulit pisang ke tanah?
generate apa: Monyet membuang kulit pisang ke tanah.,Apa yang Monyet buang ke tanah?
generate kemana: Monyet membuang kulit pisang ke tanah.,Ke mana Monyet membuang kulit pisang?
generate siapa: Paman membersihkan kulit pisang itu.,Siapa yang membersihkan kulit pisang itu?
generate apa: Paman membersihkan kulit pisang itu.,Apa yang Paman bersihkan?
generate siapa: Paman membawa pisang yang tersisa pulang.,Siapa yang membawa pisang yang tersisa pulang?
generate apa: Paman membawa pisang yang tersisa pulang.,Apa yang Paman bawa?
generate apa: Hari Jumat adalah hari kerja bakti.,Apa yang hari?
generate apa: Siswa kelas empat membersihkan halaman sekolah.,Apa yang membersihkan halaman sekolah?
generate apa: Siswa kelas empat membersihkan halaman sekolah.,Apa yang Siswa kelas empat bersihkan?
generate siapa: Guru membagi tugas kepada para siswa.,Siapa yang membagi tugas kepada para siswa?
generate apa: Guru membagi tugas kepada para siswa.,Apa yang Guru bagi kepada para siswa?
generate siapa: Budi bertugas menyapu daun kering.,Siapa yang bertugas menyapu daun kering?
generate siapa: Budi menggunakan sapu lidi yang panjang.,Siapa yang menggunakan sapu lidi yang panjang?
generate apa: Budi menggunakan sapu lidi yang panjang.,Apa yang Budi gunakan?
generate siapa: Ani bertugas mencabut rumput liar.,Siapa yang bertugas mencabut rumput liar?
generate apa: Ani bertugas mencabut rumput liar.,Apa yang Ani tugas?
generate siapa: Ani menggunakan sarung tangan kain.,Siapa yang menggunakan sarung tangan kain?
generate siapa: Toni bertugas membuang sampah.,Siapa yang bertugas membuang sampah?
generate apa: Toni bertugas membuang sampah.,Apa yang Toni tugas?
generate siapa: Toni membawa tempat sampah plastik.,Siapa yang membawa tempat sampah plastik?
generate apa: Toni membawa tempat sampah plastik.,Apa yang Toni bawa?
generate siapa: Mereka bekerja sama dengan baik.,Siapa yang bekerja sama dengan baik?
generate siapa: Toni memasukkan daun kering ke tempat sampah.,Siapa yang memasukkan daun kering ke tempat sampah?
generate apa: Toni memasukkan daun kering ke tempat sampah.,Apa yang Toni masukkan ke tempat sampah?
generate kemana: Toni memasukkan daun kering ke tempat sampah.,Ke mana Toni memasukkan daun kering?
generate apa: Halaman sekolah menjadi sangat bersih.,Apa yang menjadi sangat bersih?
generate apa: Kepala sekolah berkeliling melihat halaman.,Apa yang berkeliling melihat halaman?
generate apa: Kepala sekolah berkeliling melihat halaman.,Apa yang Kepala sekolah keliling?
generate apa: Kepala sekolah memuji kerja keras siswa.,Apa yang memuji kerja keras siswa?
generate apa: Kepala sekolah memuji kerja keras siswa.,Apa yang Kepala sekolah puji?
generate siapa: Pekerjaan selesai dalam waktu satu jam.,Siapa yang selesai dalam waktu satu jam?
generate apa: Siswa mencuci tangan di wastafel.,Apa yang mencuci tangan di wastafel?
generate apa: Siswa mencuci tangan di wastafel.,Apa yang Siswa cuci di wastafel?
generate dimana: Siswa mencuci tangan di wastafel.,Di mana Siswa mencuci tangan?
generate siapa: Sabun membersihkan kotoran di tangan.,Siapa yang membersihkan kotoran di tangan?
generate apa: Sabun membersihkan kotoran di tangan.,Apa yang Sabun bersihkan di tangan?
generate dimana: Sabun membersihkan kotoran di tangan.,Di mana Sabun membersihkan kotoran?
generate siapa: Guru memberikan minuman dingin kepada siswa.,Siapa yang memberikan minuman dingin kepada siswa?
generate apa: Guru memberikan minuman dingin kepada siswa.,Apa yang Guru berikan kepada siswa?
generate apa: Siswa meminum air di teras kelas.,Apa yang meminum air di teras kelas?
generate apa: Siswa meminum air di teras kelas.,Apa yang Siswa pinum di teras kelas?
generate dimana: Siswa meminum air di teras kelas.,Di mana Siswa meminum air?
generate apa: Bel istirahat berbunyi nyaring.,Apa yang berbunyi nyaring?
generate apa: Siswa pergi ke kantin sekolah.,Apa yang pergi ke kantin sekolah?
generate kemana: Siswa pergi ke kantin sekolah.,Ke mana Siswa pergi ?
generate apa: Pasukan pramuka mengadakan kegiatan berkemah.,Apa yang Pasukan pramuka adakan?
generate siapa: Perkemahan berlokasi di kaki gunung.,Siapa yang berlokasi di kaki gunung?
generate dimana: Perkemahan berlokasi di kaki gunung.,Di mana Perkemahan berlokasi ?
generate apa: Siswa mendirikan tenda di tanah datar.,Apa yang mendirikan tenda di tanah datar?
generate apa: Siswa mendirikan tenda di tanah datar.,Apa yang Siswa dirikan di tanah datar?
generate dimana: Siswa mendirikan tenda di tanah datar.,Di mana Siswa mendirikan tenda?
generate apa: Tenda itu berwarna hijau tua.,Apa yang berwarna hijau tua?
generate siapa: Andi memasang pasak tenda dengan palu.,Siapa yang memasang pasak tenda dengan palu?
generate apa: Andi memasang pasak tenda dengan palu.,Apa yang Andi memasang dengan palu?
generate siapa: Tenda berdiri dengan sangat kokoh.,Siapa yang berdiri?
generate dimana: Udara di gunung sangat sejuk.,Di mana  Udara ?
"generate apa: Sore hari, siswa mencari kayu bakar.",Apa yang mencari kayu bakar?
"generate apa: Sore hari, siswa mencari kayu bakar.",Apa yang siswa cari?
generate siapa: Mereka mengumpulkan ranting-ranting kecil.,Siapa yang mengumpulkan ranting-ranting kecil?
generate apa: Mereka mengumpulkan ranting-ranting kecil.,Apa yang Mereka kumpulkan?
generate apa: Api unggun menghangatkan tubuh mereka.,Apa yang menghangatkan tubuh mereka?
generate apa: Api unggun menghangatkan tubuh mereka.,Apa yang Api unggun hangatkan?
generate apa: Siswa bernyanyi bersama di sekitar api.,Apa yang bernyanyi bersama di sekitar api?
generate dimana: Siswa bernyanyi bersama di sekitar api.,Di mana Siswa bernyanyi ?
generate siapa: Guru bercerita tentang pahlawan nasional.,Siapa yang bercerita tentang pahlawan nasional?
generate apa: Waktu tidur telah tiba.,Apa yang telah tiba?
generate apa: Siswa masuk ke dalam tenda.,Apa yang masuk ke dalam tenda?
generate kemana: Siswa masuk ke dalam tenda.,Ke mana Siswa masuk ?
generate siapa: Mereka memakai jaket tebal.,Siapa yang memakai jaket tebal?
generate apa: Mereka memakai jaket tebal.,Apa yang Mereka pakai?
generate siapa: Mereka tidur menggunakan kantong tidur.,Siapa yang tidur menggunakan kantong tidur?
generate apa: Mereka tidur menggunakan kantong tidur.,Apa yang Mereka tidurkan?
"generate apa: Pagi hari, matahari terbit sangat indah.","Apa yang terbit pagi hari , sangat indah?"
"generate kapan: Pagi hari, matahari terbit sangat indah.",Kapan matahari terbit ?
generate apa: Siswa melakukan senam pagi.,Apa yang melakukan senam pagi?
generate apa: Siswa melakukan senam pagi.,Apa yang Siswa lakukan?
generate siapa: Mereka memasak mi instan untuk sarapan.,Siapa yang memasak mi instan untuk sarapan?
generate apa: Mereka memasak mi instan untuk sarapan.,Apa yang Mereka pasak untuk sarapan?
"generate siapa: Setelah sarapan, mereka membongkar tenda.","Siapa yang membongkar tenda setelah sarapan ,?"
"generate apa: Setelah sarapan, mereka membongkar tenda.","Apa yang mereka bongkar setelah sarapan ,?"
"generate kapan: Setelah sarapan, mereka membongkar tenda.",Kapan mereka membongkar tenda?
generate siapa: Mereka membersihkan sampah di sekitar area.,Siapa yang membersihkan sampah di sekitar area?
generate apa: Mereka membersihkan sampah di sekitar area.,Apa yang Mereka bersihkan di sekitar area?
generate dimana: Mereka membersihkan sampah di sekitar area.,Di mana Mereka membersihkan sampah?
generate apa: Pasukan pramuka pulang dengan pengalaman berharga.,Apa yang pulang dengan pengalaman berharga?
generate siapa: Kura-kura berjalan di pinggir danau.,Siapa yang berjalan di pinggir danau?
generate dimana: Kura-kura berjalan di pinggir danau.,Di mana Kura-kura berjalan ?
generate siapa: Kura-kura membawa tempurung yang berat.,Siapa yang membawa tempurung yang berat?
generate apa: Kura-kura membawa tempurung yang berat.,Apa yang Kura-kura bawa?
generate apa: Seekor kelinci datang menghampiri kura-kura.,Apa yang datang menghampiri kura-kura?
generate apa: Seekor kelinci datang menghampiri kura-kura.,Apa yang Seekor kelinci datangi?
generate apa: Kelinci itu melompat dengan cepat.,Apa yang melompat dengan cepat?
generate siapa: Kelinci mengejek jalan kura-kura.,Siapa yang mengejek jalan kura-kura?
generate apa: Kelinci mengejek jalan kura-kura.,Apa yang Kelinci ejek?
generate siapa: Kura-kura tetap berjalan dengan tenang.,Siapa yang berjalan tetap dengan tenang?
generate siapa: Kelinci menantang kura-kura lomba lari.,Siapa yang menantang kura-kura lomba lari?
generate siapa: Kura-kura menerima tantangan kelinci.,Siapa yang menerima tantangan kelinci?
generate apa: Kura-kura menerima tantangan kelinci.,Apa yang Kura-kura terima?
generate apa: Garis akhir berada di dekat batu besar.,Apa yang berada di dekat batu besar?
